process,order,label,method,phase,iteration,seconds,count,hash
2,AC,g1_p02_a1,C,repeat16,2,0.17910251699504443,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,3,0.20300511900131823,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,4,0.2022824009982287,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,5,0.20233373800147092,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,6,0.20289124100236222,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,7,0.20216860799700953,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,8,0.2032014810029068,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,9,0.2022231640003156,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,10,0.20242261300154496,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,11,0.20209886899829144,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,12,0.18772875500144437,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,13,0.16808553200098686,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,14,0.16656714800046757,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,15,0.16707809799845563,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,0,0.16317264800454723,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,1,0.16240899699914735,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,2,0.1573987700030557,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,3,0.157078261996503,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,4,0.16769174199725967,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,5,0.15761214600206586,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,6,0.15339608999784105,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,7,0.15370677199825877,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,8,0.1534961290017236,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,9,0.21117592399968999,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,10,0.18223577699973248,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,11,0.21835680799995316,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,12,0.2306582770033856,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,13,0.23262926500319736,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,14,0.23402301000169246,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,repeat16,15,0.23047182499431074,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
3,CA,g1_p03_a1,C,warmup,0,0.6955588840064593,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
3,CA,g1_p03_a1,C,warmup,1,0.16928215399821056,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
3,CA,g1_p03_a1,C,retained,0,0.16921364999871003,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
3,CA,g1_p03_a1,C,retained,1,0.17026092300511664,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
3,CA,g1_p03_a1,C,retained,2,0.17314917600015178,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
3,CA,g1_p03_a1,C,retained,3,0.17458370499662124,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
3,CA,g1_p03_a1,C,retained,4,0.16881222699885257,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
3,CA,g1_p03_a1,C,retained,5,0.16971358400041936,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
3,CA,g1_p03_a1,C,retained,6,0.16918470499513205,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
