block,process,cell,method,phase,iteration,position,seconds,output_sha256
repeat,3,k64,F8,retained,0,1,0.15555703100108076,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F8,retained,1,0,0.15511846799927298,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F16,retained,1,1,0.15609962900634855,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F16,retained,2,0,0.15868034498998895,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F8,retained,2,1,0.1544943089975277,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F8,retained,3,0,0.15570680600649212,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F16,retained,3,1,0.15706854600284714,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F16,retained,4,0,0.15740980301052332,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F8,retained,4,1,0.15451220799877774,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F8,retained,5,0,0.15696956400643103,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F16,retained,5,1,0.15644171299936716,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k16,F8,warmup,0,0,0.0817036050138995,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F16,warmup,0,1,0.07900376999168657,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F16,warmup,1,0,0.07561821700073779,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F8,warmup,1,1,0.07002597799873911,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F8,retained,0,0,0.06971482399967499,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F16,retained,0,1,0.07423315700725652,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F16,retained,1,0,0.07492877100594342,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F8,retained,1,1,0.07017780101159588,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F8,retained,2,0,0.06998466199729592,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F16,retained,2,1,0.07450767599220853,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F16,retained,3,0,0.07449918299971614,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F8,retained,3,1,0.06997641400084831,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F8,retained,4,0,0.07029887501266785,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F16,retained,4,1,0.07437080700765364,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F16,retained,5,0,0.07418084400705993,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k16,F8,retained,5,1,0.07937532999494579,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k4,F16,warmup,0,0,0.06871615500131156,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F8,warmup,0,1,0.06071903400879819,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F8,warmup,1,0,0.060459660991909914,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F16,warmup,1,1,0.0654954350029584,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F16,retained,0,0,0.06498018800630234,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F8,retained,0,1,0.06002702000841964,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F8,retained,1,0,0.06010194700502325,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F16,retained,1,1,0.05924004399275873,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F16,retained,2,0,0.057901590000255965,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F8,retained,2,1,0.05317463900428265,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F8,retained,3,0,0.05300303400144912,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F16,retained,3,1,0.05777662400214467,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F16,retained,4,0,0.05775599999469705,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F8,retained,4,1,0.053041174993268214,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F8,retained,5,0,0.053001780004706234,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k4,F16,retained,5,1,0.05768845298734959,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,3,k1024,F8,warmup,0,0,2.317652219993761,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F16,warmup,0,1,2.445908455993049,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F16,warmup,1,0,2.301398468000116,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F8,warmup,1,1,2.3329977730027167,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F8,retained,0,0,2.3324034929974005,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F16,retained,0,1,2.302724673994817,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F16,retained,1,0,2.3020839240052737,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F8,retained,1,1,2.3348257900070166,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F8,retained,2,0,2.3366637290018843,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F16,retained,2,1,2.30286274899845,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F16,retained,3,0,2.303731939988211,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F8,retained,3,1,2.338171412993688,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F8,retained,4,0,2.331532418000279,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F16,retained,4,1,2.2995674800040433,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F16,retained,5,0,2.3022615420049988,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k1024,F8,retained,5,1,2.337505741001223,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,3,k256,F16,warmup,0,0,0.558436734994757,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F8,warmup,0,1,0.567483036997146,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F8,warmup,1,0,0.5671271739993244,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F16,warmup,1,1,0.5615391390019795,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F16,retained,0,0,0.5622460129961837,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F8,retained,0,1,0.5670155929983594,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F8,retained,1,0,0.5661905570013914,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F16,retained,1,1,0.5630476600053953,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F16,retained,2,0,0.5627374350005994,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F8,retained,2,1,0.5673527360049775,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F8,retained,3,0,0.5754281469999114,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F16,retained,3,1,0.5869752360013081,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F16,retained,4,0,0.5616223120014183,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F8,retained,4,1,0.5665528319950681,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F8,retained,5,0,0.567109233001247,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,k256,F16,retained,5,1,0.5612193679990014,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,3,original,F8,warmup,0,0,0.18489125001360662,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F16,warmup,0,1,0.1650189120118739,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F16,warmup,1,0,0.16088422400935087,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F8,warmup,1,1,0.15948516300704796,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F8,retained,0,0,0.1593681249942165,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F16,retained,0,1,0.16090408799936995,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F16,retained,1,0,0.16058546300337184,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F8,retained,1,1,0.15824411300127394,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F8,retained,2,0,0.15817053899809252,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F16,retained,2,1,0.1614108719950309,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F16,retained,3,0,0.1609728420007741,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F8,retained,3,1,0.15910923600313254,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F8,retained,4,0,0.15847066800051834,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F16,retained,4,1,0.1611233319999883,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F16,retained,5,0,0.16114447099971585,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,3,original,F8,retained,5,1,0.15931409900076687,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,k256,F8,warmup,0,0,0.5961475730000529,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F16,warmup,0,1,0.9727644810045604,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F16,warmup,1,0,0.5399984779942315,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,warmup,1,1,0.5467270640074275,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,retained,0,0,0.5464287340000737,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F16,retained,0,1,0.5427368410018971,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F16,retained,1,0,0.5550257220020285,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,retained,1,1,0.5450542120088357,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,retained,2,0,0.5428603839973221,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F16,retained,2,1,0.5408064799994463,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F16,retained,3,0,0.5426435330009554,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,retained,3,1,0.5440407610003604,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,retained,4,0,0.5433480270003201,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F16,retained,4,1,0.5386007549968781,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F16,retained,5,0,0.5416587439976865,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,retained,5,1,0.5570963049976854,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k1024,F16,warmup,0,0,2.280513867008267,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,warmup,0,1,2.3188469579908997,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,warmup,1,0,2.315793517002021,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,warmup,1,1,2.2836512039939407,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,retained,0,0,2.2848949980107136,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,retained,0,1,2.3161231319973012,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,retained,1,0,2.313352017008583,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,retained,1,1,2.281856821005931,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,retained,2,0,2.282222529000137,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,retained,2,1,2.3133495660003973,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,retained,3,0,2.3183349920000182,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,retained,3,1,2.285368947996176,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,retained,4,0,2.285113124002237,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,retained,4,1,2.315917580999667,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,retained,5,0,2.3103609279933153,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,retained,5,1,2.2800793210044503,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k4,F8,warmup,0,0,0.05613374999666121,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,warmup,0,1,0.06119137900532223,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,warmup,1,0,0.05880878699827008,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,warmup,1,1,0.053944490995490924,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,retained,0,0,0.05367009300971404,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,retained,0,1,0.05868295900290832,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,retained,1,0,0.058601664000889286,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,retained,1,1,0.05381366400979459,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,retained,2,0,0.05400668299989775,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,retained,2,1,0.058480124003835954,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,retained,3,0,0.0586205110012088,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,retained,3,1,0.05378742401080672,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,retained,4,0,0.05374828301137313,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,retained,4,1,0.05858695399365388,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,retained,5,0,0.05855071099358611,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,retained,5,1,0.05355915399559308,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k16,F16,warmup,0,0,0.08080946900008712,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,warmup,0,1,0.07005316199501976,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,warmup,1,0,0.0699706850136863,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,warmup,1,1,0.0745568669954082,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,retained,0,0,0.07444284998928197,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,retained,0,1,0.07038797000132035,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,retained,1,0,0.06997388499439694,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,retained,1,1,0.07455651600321289,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,retained,2,0,0.07465032300387975,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,retained,2,1,0.06987742900673766,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,retained,3,0,0.07006408101005945,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,retained,3,1,0.07460375799564645,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,retained,4,0,0.07456168200587854,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,retained,4,1,0.07002351300616283,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,retained,5,0,0.06993024300027173,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,retained,5,1,0.0745030069956556,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k64,F8,warmup,0,0,0.1478600670088781,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,warmup,0,1,0.1555336950113997,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,warmup,1,0,0.15359047800302505,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,warmup,1,1,0.15125747000274714,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,retained,0,0,0.15077022901095916,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,retained,0,1,0.15402323499438353,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,retained,1,0,0.15367304401297588,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,retained,1,1,0.1509419549984159,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,retained,2,0,0.15095829400524963,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,retained,2,1,0.1540331150026759,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,retained,3,0,0.1537027379963547,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,retained,3,1,0.15124122700945009,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,retained,4,0,0.15158616099506617,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,retained,4,1,0.15345556900138035,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,retained,5,0,0.15379750799911562,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,retained,5,1,0.15125640500627924,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,original,F16,warmup,0,0,0.16068804099631961,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F8,warmup,0,1,0.15480706699599978,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F8,warmup,1,0,0.15441820099658798,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F16,warmup,1,1,0.15699903899803758,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F16,retained,0,0,0.15688458300428465,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F8,retained,0,1,0.1546184270118829,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F8,retained,1,0,0.15504124099970795,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F16,retained,1,1,0.15711569400446024,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F16,retained,2,0,0.15661796698987018,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F8,retained,2,1,0.15460621600504965,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F8,retained,3,0,0.15557650200207718,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F16,retained,3,1,0.15775797101377975,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F16,retained,4,0,0.15735639299964532,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F8,retained,4,1,0.15447196499735583,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F8,retained,5,0,0.15495249300147407,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,4,original,F16,retained,5,1,0.15781725599663332,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
repeat,5,k256,F16,warmup,0,0,1.0199988349922933,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,5,k256,F8,warmup,0,1,0.5791466200025752,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,5,k256,F8,warmup,1,0,0.5434135279938346,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,5,k256,F16,warmup,1,1,0.5438599970075302,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,5,k256,F16,retained,0,0,0.538911398005439,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,5,k256,F8,retained,0,1,0.5480421780084725,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
