COMMAND ["@TENSORJOIN_ROOT@/isaacsim6/env/bin/python", "src/runner.py", "--label", "paired_05_a0", "--mode", "paired", "--order", "BA"]
{"seconds": 0.2359871930020745, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "retained", "iteration": 7, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23723144300311105, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "retained", "iteration": 8, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.17191139599890448, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "warmup", "iteration": 0, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15506866200303193, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "warmup", "iteration": 1, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15485606899892446, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "retained", "iteration": 0, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15522930400038604, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "retained", "iteration": 1, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15454741600115085, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "retained", "iteration": 2, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15679655200074194, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "retained", "iteration": 3, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15503219000675017, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "retained", "iteration": 4, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15899069199804217, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "retained", "iteration": 5, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15481822800211376, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "retained", "iteration": 6, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.1548891190032009, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "retained", "iteration": 7, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15501777300232789, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "retained", "iteration": 8, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15539763499691617, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 0, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.1552670169985504, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 1, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.1556158739986131, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 2, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15541527599998517, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 3, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15469245900021633, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 4, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.1547186399984639, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 5, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15483835500344867, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 6, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15445123099925695, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 7, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15556534200004535, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 8, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15471950600476703, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 9, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15517593800177565, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 10, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.1551790939993225, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 11, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15478552500280784, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 12, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15416439700493356, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 13, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.15558185699774185, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 14, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.1549630649969913, "batches": 108, "input_pointer": 132149533474816, "method": "A", "phase": "repeat16", "iteration": 15, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23269279600208392, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 0, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23348036500101443, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 1, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23678982500132406, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 2, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23586562700074865, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 3, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23450761300045997, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 4, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.2330694870033767, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 5, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.2337704230012605, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 6, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23329430000012508, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 7, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.233889568997256, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 8, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23361581900098827, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 9, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.2333750460020383, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 10, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23295178700209362, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 11, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23352080200129421, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 12, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.2336129940013052, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 13, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23320151399821043, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 14, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"seconds": 0.23305531399819301, "batches": 120, "input_pointer": 132149533474816, "method": "B", "phase": "repeat16", "iteration": 15, "hash": "13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495", "count": 3926078}
{"result": "@TENSORJOIN_ROOT@/tensorjoin_20260902_certified_exact_join/frozen_order_screen_20260907/results/paired_05_a0.json", "pass": true}
