layout,size,cell,threshold,family,blocks,pairs,positive_pairs,oracle_empty_blocks,oracle_full_blocks,oracle_resolved_fraction,rejected_blocks,accepted_blocks,resolved_fraction,resolved_pair_fraction,rejected_pairs,accepted_pairs,empty_block_recall,ordering_seconds,pivot_preprocessing_seconds,metadata_seconds,bound_seconds,false_reject_blocks,false_accept_blocks
random,64,k16,0.32358765602111816,box,440391,1800030000,538429,194692,0,0.44208896185435215,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,2.69734969799174,0,0
random,64,k16,0.32358765602111816,sphere,440391,1800030000,538429,194692,0,0.44208896185435215,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.5777883830014616,0,0
random,64,k16,0.32358765602111816,pivot,440391,1800030000,538429,194692,0,0.44208896185435215,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.11692837000009604,0,0
random,64,k16,0.32358765602111816,combined,440391,1800030000,538429,194692,0,0.44208896185435215,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,3.3955074249970494,0,0
random,64,k64,0.39460235834121704,box,440391,1800030000,1961499,31570,0,0.071686296949756,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,2.69734969799174,0,0
random,64,k64,0.39460235834121704,sphere,440391,1800030000,1961499,31570,0,0.071686296949756,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.5777883830014616,0,0
random,64,k64,0.39460235834121704,pivot,440391,1800030000,1961499,31570,0,0.071686296949756,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.11692837000009604,0,0
random,64,k64,0.39460235834121704,combined,440391,1800030000,1961499,31570,0,0.071686296949756,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,3.3955074249970494,0,0
random,64,original,0.3955230712890625,box,440391,1800030000,1993039,30416,0,0.06906589825859293,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,2.69734969799174,0,0
random,64,original,0.3955230712890625,sphere,440391,1800030000,1993039,30416,0,0.06906589825859293,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.5777883830014616,0,0
random,64,original,0.3955230712890625,pivot,440391,1800030000,1993039,30416,0,0.06906589825859293,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.11692837000009604,0,0
random,64,original,0.3955230712890625,combined,440391,1800030000,1993039,30416,0,0.06906589825859293,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,3.3955074249970494,0,0
random,64,k256,0.4787180423736572,box,440391,1800030000,7744714,121,0,0.00027475584196770596,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,2.69734969799174,0,0
random,64,k256,0.4787180423736572,sphere,440391,1800030000,7744714,121,0,0.00027475584196770596,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.5777883830014616,0,0
random,64,k256,0.4787180423736572,pivot,440391,1800030000,7744714,121,0,0.00027475584196770596,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.11692837000009604,0,0
random,64,k256,0.4787180423736572,combined,440391,1800030000,7744714,121,0,0.00027475584196770596,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,3.3955074249970494,0,0
random,64,k1024,0.5802154541015625,box,440391,1800030000,30759403,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,2.69734969799174,0,0
random,64,k1024,0.5802154541015625,sphere,440391,1800030000,30759403,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.5777883830014616,0,0
random,64,k1024,0.5802154541015625,pivot,440391,1800030000,30759403,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.11692837000009604,0,0
random,64,k1024,0.5802154541015625,combined,440391,1800030000,30759403,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,3.3955074249970494,0,0
random,128,k4,0.26085758209228516,box,110215,1800030000,178659,47874,0,0.43436918749716463,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.8412374469917268,0.6970560909976484,0,0
