process,method_order,inner_seconds,seconds,hash,count,layout,method,phase,iteration
1,16_8,0.15984734000085155,0.2449176570007694,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F16,retained,6
1,16_8,0.15727818900631974,0.24248793599690543,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,warmup,0
1,16_8,0.15754036999715026,0.24225401900184806,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,warmup,1
1,16_8,0.15738750599848572,0.24230435200297507,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,retained,0
1,16_8,0.15710364499682328,0.2424133750027977,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,retained,1
1,16_8,0.15715734799596248,0.24222201900556684,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,retained,2
1,16_8,0.15680716099450365,0.2416436249986873,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,retained,3
1,16_8,0.15748239600361558,0.24242118599795504,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,retained,4
1,16_8,0.1573603400029242,0.24217868899722816,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,retained,5
1,16_8,0.15664124099566834,0.241983441002958,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,retained,6
1,16_8,0.1580333090023487,0.24310472099750768,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,repeat8,0
1,16_8,0.15702423799666576,0.24182423599995673,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,repeat8,1
1,16_8,0.15728267999656964,0.2423208389955107,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,repeat8,2
1,16_8,0.1569275430010748,0.24187994499516208,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,repeat8,3
1,16_8,0.15710093599773245,0.24195241699635517,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F8,repeat8,4
