layout,kind,cell,parent,child,full_offdiag_occupied_parents,active_child_quantiles,mean_active_children,active_child_fraction,top_child_mass_quantiles,at_most_quarter_children_fraction,capacity_reduction,subtile_opportunity_gate
kd_variance,r32,k1024,256,64,27261,"[13.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.99900957411687,0.9999380983823044,"[0.06554393401833848, 0.0817490494296578, 0.09166945466711275, 0.10682247403210576, 0.127072667532666, 0.18987168239706154, 0.42091152815013405]",0.0,0.00043121059093464975,False
kd_variance,r32,k1024,64,16,438479,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.794414327710108,0.9871508954818817,"[0.06591530054644809, 0.08736306595120948, 0.10046189376443418, 0.12220309810671257, 0.15267175572519084, 0.25, 1.0]",0.0008962800955119857,0.013190463676928887,False
kd_variance,r64,k4,256,64,24625,"[1.0, 4.0, 9.0, 13.0, 16.0, 16.0, 16.0]",8.801664974619289,0.5501040609137056,"[0.08641975308641975, 0.19469026548672566, 0.26666666666666666, 0.4, 0.6267441860465179, 1.0, 1.0]",0.25746192893401015,0.4480503245936329,True
kd_variance,r64,k4,64,16,218074,"[1.0, 1.0, 3.0, 5.0, 8.0, 14.0, 16.0]",3.6032997973165073,0.2252062373322817,"[0.08, 0.3333333333333333, 0.5, 1.0, 1.0, 1.0, 1.0]",0.7202050680044388,0.7738139659589365,True
kd_variance,r64,k16,256,64,26955,"[1.0, 11.0, 15.0, 16.0, 16.0, 16.0, 16.0]",13.041587831571137,0.8150992394731961,"[0.07909604519774012, 0.1456953642384106, 0.18518518518518517, 0.25, 0.35294117647058826, 1.0, 1.0]",0.061509923947319606,0.1843951145570062,False
kd_variance,r64,k16,64,16,352984,"[1.0, 3.0, 6.0, 10.0, 13.0, 16.0, 16.0]",6.615271513723002,0.4134544696076876,"[0.08040201005025126, 0.22033898305084745, 0.3181818181818182, 0.5, 1.0, 1.0, 1.0]",0.40156211046393037,0.5858901960376064,True
kd_variance,r64,k64,256,64,27248,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.199867880211391,0.949991742513212,"[0.07052896725440806, 0.11988193168809733, 0.14614942020005312, 0.1862790910756826, 0.24281599059376832, 0.4090909090909091, 1.0]",0.005541691133294187,0.05058022426031883,False
kd_variance,r64,k64,64,16,415749,"[1.0, 7.0, 12.0, 15.0, 16.0, 16.0, 16.0]",10.505021058378974,0.6565638161486859,"[0.07425742574257425, 0.1608695652173913, 0.21311475409836064, 0.3076923076923077, 0.5, 1.0, 1.0]",0.1551513052346488,0.3430705544828412,True
kd_variance,r64,original,256,64,27248,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.21517175572519,0.9509482347328244,"[0.07080745341614907, 0.11965811965811966, 0.14574152802852353, 0.18554955295932357, 0.24193548387096775, 0.4054566274387292, 1.0]",0.0053581914268937166,0.04962678418181543,False
kd_variance,r64,original,64,16,416167,"[1.0, 7.0, 12.0, 15.0, 16.0, 16.0, 16.0]",10.54930592766846,0.6593316204792787,"[0.07494866529774127, 0.16, 0.21212121212121213, 0.3076923076923077, 0.5, 1.0, 1.0]",0.15312362585212186,0.3403062116812926,True
kd_variance,r64,k256,256,64,27260,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.864600146735143,0.9915375091709464,"[0.07017374517374518, 0.10374424199296595, 0.1222069192473951, 0.15009594596587472, 0.18654662467479124, 0.3004692243080849, 1.0]",0.00011005135730007337,0.009570528664335609,False
kd_variance,r64,k256,64,16,434395,"[1.0, 12.0, 16.0, 16.0, 16.0, 16.0, 16.0]",13.58387182172907,0.8489919888580669,"[0.0702576112412178, 0.12605042016806722, 0.15789473684210525, 0.21052631578947367, 0.29411764705882354, 0.6666666666666666, 1.0]",0.04055755706212088,0.15089225065300804,False
kd_variance,r64,k1024,256,64,27261,"[8.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.98400645610946,0.9990004035068413,"[0.06765141366424593, 0.09175242788809973, 0.10516396532227666, 0.1253396739130435, 0.15240641711229946, 0.23992511753639734, 0.6510312707917498]",0.0,0.0019150834073923262,False
kd_variance,r64,k1024,64,16,437977,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.204494756573975,0.9502809222858735,"[0.06783022610075366, 0.10398230088495575, 0.12396694214876033, 0.15658362989323843, 0.20394736842105263, 0.38461538461538464, 1.0]",0.007002650824130034,0.04982728336801101,False
pca_sort,oracle,k4,256,64,3801,"[1.0, 1.0, 1.0, 4.0, 9.0, 16.0, 16.0]",3.2878189950013152,0.2054886871875822,"[0.07490013315579228, 0.3333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0]",0.7953170218363589,0.7889165513682648,True
pca_sort,oracle,k4,64,16,12759,"[1.0, 1.0, 1.0, 3.0, 7.0, 16.0, 16.0]",2.8405831177992007,0.17753644486245004,"[0.07388535031847134, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]",0.8381534603025316,0.8177990275287572,True
pca_sort,oracle,k16,256,64,6290,"[1.0, 1.0, 3.0, 9.0, 15.0, 16.0, 16.0]",5.384578696343402,0.3365361685214626,"[0.06987295825771325, 0.2222222222222222, 0.5, 1.0, 1.0, 1.0, 1.0]",0.6227344992050874,0.6605421065823407,True
pca_sort,oracle,k16,64,16,34329,"[1.0, 1.0, 2.0, 5.0, 10.0, 16.0, 16.0]",3.7821084214512513,0.2363817763407032,"[0.06756756756756757, 0.3333333333333333, 0.5, 1.0, 1.0, 1.0, 1.0]",0.7417052637711555,0.7619945466962283,True
pca_sort,oracle,k64,256,64,11176,"[1.0, 2.0, 7.0, 15.0, 16.0, 16.0, 16.0]",8.06746599856836,0.5042166249105225,"[0.06641651031894934, 0.15463917525773196, 0.25, 0.5, 1.0, 1.0, 1.0]",0.39880100214745884,0.49412761617035716,True
pca_sort,oracle,k64,64,16,90942,"[1.0, 1.0, 3.0, 7.0, 13.0, 16.0, 16.0]",5.004211475445889,0.31276321721536804,"[0.06787564766839378, 0.25, 0.42857142857142855, 1.0, 1.0, 1.0, 1.0]",0.6137098370389918,0.6864567604930334,True
pca_sort,oracle,original,256,64,11243,"[1.0, 2.0, 7.0, 15.0, 16.0, 16.0, 16.0]",8.105843636040202,0.5066152272525126,"[0.06588148693411851, 0.15384615384615385, 0.25, 0.5, 1.0, 1.0, 1.0]",0.3960686649470782,0.49172532047443807,True
pca_sort,oracle,original,64,16,91921,"[1.0, 1.0, 3.0, 8.0, 13.0, 16.0, 16.0]",5.022497579443217,0.3139060987152011,"[0.06861156131820638, 0.25, 0.42857142857142855, 1.0, 1.0, 1.0, 1.0]",0.6124171843213194,0.6853192435008288,True
pca_sort,oracle,k256,256,64,16799,"[1.0, 7.0, 15.0, 16.0, 16.0, 16.0, 16.0]",11.611524495505686,0.7257202809691053,"[0.06580954456308565, 0.11594202898550725, 0.15942028985507245, 0.25463121783876497, 0.5, 1.0, 1.0]",0.17566521816774808,0.27334243580826456,True
pca_sort,oracle,k256,64,16,196217,"[1.0, 2.0, 6.0, 12.0, 16.0, 16.0, 16.0]",7.136833199977576,0.4460520749985985,"[0.06726221755123489, 0.18181818181818182, 0.2857142857142857, 0.5, 1.0, 1.0, 1.0]",0.43102789258830787,0.5534999408085111,True
pca_sort,oracle,k1024,256,64,20783,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",14.26786315738825,0.8917414473367656,"[0.06621594750447406, 0.09267854949189534, 0.1118421052631579, 0.1503079073633307, 0.25, 1.0, 1.0]",0.06601549343213203,0.10778154683699315,False
pca_sort,oracle,k1024,64,16,297905,"[1.0, 6.0, 13.0, 16.0, 16.0, 16.0, 16.0]",10.879256810056898,0.6799535506285561,"[0.06668923493568044, 0.13157894736842105, 0.18181818181818182, 0.2857142857142857, 0.5, 1.0, 1.0]",0.1870663466541347,0.3197834106303552,True
pca_sort,r16,k4,256,64,20536,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.456661472536034,0.9660413420335021,"[0.06538249862410567, 0.07447232785629115, 0.07890222984562607, 0.08769148674164683, 0.1170691968564309, 0.6666666666666666, 1.0]",0.022497078301519282,0.033966187130889613,False
pca_sort,r16,k4,64,16,319062,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",14.802198318822047,0.9251373949263779,"[0.06686046511627906, 0.09129511677282377, 0.10264643177160043, 0.125, 0.19100558974648654, 1.0, 1.0]",0.04578420495076192,0.07482253578722864,False
pca_sort,r16,k16,256,64,22030,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.61838402178847,0.9761490013617794,"[0.06433573006250294, 0.07162891638190567, 0.0750461158732376, 0.0814329389247956, 0.10220076649968819, 0.5, 1.0]",0.016023604176123467,0.023896044369625002,False
pca_sort,r16,k16,64,16,345799,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.20207403722972,0.9501296273268575,"[0.0662063363119415, 0.08381384148455645, 0.0919661733615222, 0.10743801652892562, 0.1518987341772152, 1.0, 1.0]",0.03060737596117976,0.04986840006403093,False
pca_sort,r16,k64,256,64,23283,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.732852295666365,0.9833032684791478,"[0.06411404977992444, 0.06942656129222144, 0.07207840724300092, 0.07703836864869182, 0.09194503827745325, 0.3583116883116902, 1.0]",0.011081046256925653,0.016749746635647877,False
pca_sort,r16,k64,64,16,368128,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.45468695671071,0.9659179347944193,"[0.06543385490753911, 0.07849393746011486, 0.08436404540341548, 0.09557886780610049, 0.1267605633802817, 0.5, 1.0]",0.02135126912378303,0.03411880145021984,False
pca_sort,r16,original,256,64,23296,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.734289148351648,0.983393071771978,"[0.06409812742723113, 0.06940276567314063, 0.0720656637158121, 0.07696330271713014, 0.0917647175799254, 0.34497751124437565, 1.0]",0.011117788461538462,0.0166565203608684,False
pca_sort,r16,original,64,16,368367,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.457068629926134,0.9660667893703834,"[0.06540084388185655, 0.0784418356456777, 0.08428093645484949, 0.0954653937947494, 0.12643678160919541, 0.5, 1.0]",0.021255975698148858,0.03396962728455788,False
pca_sort,r16,k256,256,64,24390,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.806355063550635,0.9878971914719147,"[0.06362173234490831, 0.06762027124012863, 0.06961401510136245, 0.07341550222630207, 0.08498725212464593, 0.2857142857142857, 1.0]",0.007995079950799507,0.012183561785555796,False
pca_sort,r16,k256,64,16,387430,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.62779857006427,0.9767374106290169,"[0.06467661691542288, 0.07420091324200913, 0.07838891294932872, 0.0865610397327739, 0.10891089108910891, 0.5, 1.0]",0.014601347340164675,0.023309512105643138,False
pca_sort,r16,k1024,256,64,25330,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.861429135412555,0.9913393209632847,"[0.06341847642624057, 0.06608928401637387, 0.06748200295463874, 0.07027395721334237, 0.0788336683265029, 0.22770533755788394, 1.0]",0.005645479668377418,0.00872406934413672,False
pca_sort,r16,k1024,64,16,403768,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.756830655227754,0.9848019159517346,"[0.06382325866830316, 0.07056737588652483, 0.07347810874129065, 0.07930672268907563, 0.09507042253521127, 0.3333333333333333, 1.0]",0.00960947871054665,0.015243267473012634,False
pca_sort,r32,k4,256,64,18754,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",14.680921403433935,0.9175575877146209,"[0.06683722417652702, 0.08744443150272747, 0.09790887038494644, 0.12280701754385964, 0.20408163265306123, 1.0, 1.0]",0.05465500693185454,0.08211037348504024,False
pca_sort,r32,k4,64,16,276855,"[1.0, 10.0, 15.0, 16.0, 16.0, 16.0, 16.0]",12.282689494500731,0.7676680934062957,"[0.06976744186046512, 0.12903225806451613, 0.1590909090909091, 0.2222222222222222, 0.4, 1.0, 1.0]",0.12559281934586697,0.23198210160008037,True
pca_sort,r32,k16,256,64,20695,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.168059917854555,0.9480037448659097,"[0.06444646510570584, 0.07976160740906524, 0.08661145617667357, 0.10202612571577303, 0.15384615384615385, 1.0, 1.0]",0.03382459531287751,0.05192634123970019,False
pca_sort,r32,k16,64,16,315519,"[1.0, 15.0, 16.0, 16.0, 16.0, 16.0, 16.0]",14.013602984289378,0.8758501865180861,"[0.06789815277084374, 0.10542168674698796, 0.12376237623762376, 0.16071428571428573, 0.26666666666666666, 1.0, 1.0]",0.0729750030901467,0.12402649783019648,False
pca_sort,r32,k64,256,64,22287,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.455422443576973,0.9659639027235608,"[0.06458809446076831, 0.07495731948126139, 0.07985436893203883, 0.08986490270105799, 0.125, 0.5, 1.0]",0.022389733925606857,0.03407662114422616,False
pca_sort,r32,k64,64,16,346162,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",14.790465157931836,0.9244040723707397,"[0.06696935300794551, 0.09215017064846416, 0.10416666666666667, 0.1276595744680851, 0.2, 1.0, 1.0]",0.0458022544357844,0.07555994392604326,False
pca_sort,r32,original,256,64,22313,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.451664948684623,0.965729059292789,"[0.06481431428725877, 0.07492975335622853, 0.07977839335180055, 0.08974358974358974, 0.125, 0.5, 1.0]",0.02281181374086855,0.03431346436689864,False
pca_sort,r32,original,64,16,346484,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",14.797687627711525,0.9248554767319703,"[0.06753812636165578, 0.09202453987730061, 0.10398230088495575, 0.12734082397003746, 0.2, 1.0, 1.0]",0.045473961279597325,0.075109754103873,False
pca_sort,r32,k256,256,64,23670,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.628728348119983,0.976795521757499,"[0.0644577690478652, 0.07155501165116175, 0.0751411806443563, 0.08200583034568436, 0.10493919706813261, 0.5, 1.0]",0.015800591465990707,0.023282351243872235,False
pca_sort,r32,k256,64,16,371746,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.236995152604198,0.9523121970377624,"[0.06559199555308505, 0.08333333333333333, 0.09136212624584718, 0.10674157303370786, 0.15172413793103448, 1.0, 1.0]",0.029627756586486472,0.047707745684919534,False
pca_sort,r32,k1024,256,64,24823,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.755549288965879,0.9847218305603674,"[0.06419979540724541, 0.06892760842178604, 0.07143776547818252, 0.07615486260636388, 0.0916030534351145, 0.3333333333333333, 1.0]",0.009910163960842766,0.015384194111738525,False
pca_sort,r32,k1024,64,16,393018,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.523627416555986,0.9702267135347491,"[0.06478537360890302, 0.07688701359587435, 0.0821566110397946, 0.09230769230769231, 0.12121212121212122, 0.5, 1.0]",0.018569124060475603,0.02980722723662077,False
pca_sort,r64,k4,256,64,15516,"[1.0, 8.0, 14.0, 16.0, 16.0, 16.0, 16.0]",11.759022944057747,0.7349389340036092,"[0.07087227414330217, 0.13008130081300814, 0.16666666666666666, 0.25, 0.5, 1.0, 1.0]",0.1522944057746842,0.26337600303208575,True
pca_sort,r64,k4,64,16,183811,"[1.0, 2.0, 3.0, 6.0, 10.0, 16.0, 16.0]",4.582603870279798,0.2864127418924874,"[0.06924795234549516, 0.25, 0.375, 0.6, 1.0, 1.0, 1.0]",0.606949529679943,0.7128259442349182,True
pca_sort,r64,k16,256,64,18465,"[1.0, 15.0, 16.0, 16.0, 16.0, 16.0, 16.0]",14.025399404278364,0.8765874627673977,"[0.06704737732656514, 0.10062893081761007, 0.11842105263157894, 0.15859030837004406, 0.2857142857142857, 1.0, 1.0]",0.07825616030327646,0.12284917744258605,False
pca_sort,r64,k16,64,16,260447,"[1.0, 5.0, 10.0, 14.0, 16.0, 16.0, 16.0]",9.29824110087657,0.5811400688047856,"[0.06886574074074074, 0.16216216216216217, 0.21428571428571427, 0.3333333333333333, 0.5, 1.0, 1.0]",0.21953794821979136,0.41834586078503233,True
pca_sort,r64,k64,256,64,20718,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",14.872622840042474,0.9295389275026547,"[0.06625125996517914, 0.08644694444251125, 0.09675961917069674, 0.11962984035886273, 0.19402985074626866, 1.0, 1.0]",0.04527464040930592,0.07036625744799563,False
pca_sort,r64,k64,64,16,309691,"[1.0, 11.0, 15.0, 16.0, 16.0, 16.0, 16.0]",12.9175113258054,0.8073444578628375,"[0.06736458807464725, 0.12087912087912088, 0.14893617021276595, 0.20175438596491227, 0.3333333333333333, 1.0, 1.0]",0.10496268861542635,0.19241325793099295,False
pca_sort,r64,original,256,64,20740,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",14.881485053037608,0.9300928158148505,"[0.06599400054540497, 0.08635919456450768, 0.09656476753088934, 0.1192457091237579, 0.19230769230769232, 1.0, 1.0]",0.04537126325940212,0.06980560637690192,False
pca_sort,r64,original,64,16,310204,"[1.0, 11.0, 16.0, 16.0, 16.0, 16.0, 16.0]",12.944310840608116,0.8090194275380073,"[0.06715063520871144, 0.12048192771084337, 0.14814814814814814, 0.2, 0.3333333333333333, 1.0, 1.0]",0.10412825108638186,0.19074367303350503,False
pca_sort,r64,k256,256,64,22562,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.299973406612889,0.9562483379133055,"[0.06568364611260054, 0.0783429674488351, 0.0848094036680667, 0.09851929512965328, 0.14503286157204917, 1.0, 1.0]",0.029119758886623527,0.04383760184979657,False
pca_sort,r64,k256,64,16,346881,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",14.42204675378588,0.9013779221116175,"[0.06680805938494168, 0.09917355371900827, 0.11560693641618497, 0.14705882352941177, 0.23728813559322035, 1.0, 1.0]",0.057930529489940354,0.09855520201470347,False
pca_sort,r64,k1024,256,64,24070,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.565475695886997,0.9728422309929373,"[0.06443040217327113, 0.07310623652655944, 0.07739657057489208, 0.08615969506245441, 0.11430448308135367, 0.5, 1.0]",0.018030743664312423,0.02723385950449042,False
pca_sort,r64,k1024,64,16,376474,"[1.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.113888342886893,0.9446180214304308,"[0.065814696485623, 0.08630282584572603, 0.09618573797678276, 0.11484593837535013, 0.16666666666666666, 1.0, 1.0]",0.03367563231458215,0.05539974439024642,False
