layout,kind,cell,size,total_pairs,candidate_pairs,true_pairs,false_candidates,candidate_pair_fraction,false_candidate_share,total_tiles,occupied_tiles,rejected_tile_fraction,oracle_empty_tiles,empty_tile_recall,occupied_pair_capacity,occupied_capacity_fraction,work_amplification,information_limited
original,r64,k1024,32,1800030000,255024243,30759403,224264840,0.1416777737037716,0.879386357006067,1758750,1758750,0.0,357,0.0,1800030000,1.0,7.05827014257621,False
original,r64,k1024,64,1800030000,255024243,30759403,224264840,0.1416777737037716,0.879386357006067,440391,440391,0.0,0,,1800030000,1.0,7.05827014257621,False
original,r64,k1024,256,1800030000,255024243,30759403,224264840,0.1416777737037716,0.879386357006067,27730,27730,0.0,0,,1800030000,1.0,7.05827014257621,False
random,oracle,k4,16,1800030000,178659,178659,0,9.925334577757037e-05,0.0,7033125,115956,0.983512876566249,6917169,1.0,29234736,0.016241249312511457,163.63427535136768,False
random,oracle,k4,32,1800030000,178659,178659,0,9.925334577757037e-05,0.0,1758750,107642,0.9387963041933192,1651108,1.0,109295408,0.060718659133458884,611.7542805008424,False
random,oracle,k4,64,1800030000,178659,178659,0,9.925334577757037e-05,0.0,440391,91577,0.7920552418192016,348814,1.0,372979504,0.20720738209918724,2087.6614332331424,False
random,oracle,k4,256,1800030000,178659,178659,0,9.925334577757037e-05,0.0,27730,25953,0.06408222142084385,1777,1.0,1687136048,0.9372821830747265,9443.330859346577,False
random,oracle,k16,16,1800030000,538429,538429,0,0.000299122236851608,0.0,7033125,428687,0.939047436239225,6604438,1.0,109293872,0.06071780581434754,202.9865999045371,False
random,oracle,k16,32,1800030000,538429,538429,0,0.000299122236851608,0.0,1758750,364938,0.7925014925373134,1393812,1.0,372766512,0.20708905518241363,692.3225012025727,False
random,oracle,k16,64,1800030000,538429,538429,0,0.000299122236851608,0.0,440391,245699,0.44208896185435215,194692,1.0,1003583280,0.5575369743837603,1863.910153427843,False
random,oracle,k16,256,1800030000,538429,538429,0,0.000299122236851608,0.0,27730,27712,0.0006491164803461955,18,1.0,1798891312,0.9993674060987873,3341.000042716867,False
random,oracle,k64,16,1800030000,1961499,1961499,0,0.0010897035049415842,0.0,7033125,1445752,0.7944367546432063,5587373,1.0,369662512,0.20536463947823091,188.45918962997177,False
random,oracle,k64,32,1800030000,1961499,1961499,0,0.0010897035049415842,0.0,1758750,971236,0.4477691542288557,787514,1.0,993615664,0.5519995022305184,506.5593528214901,False
random,oracle,k64,64,1800030000,1961499,1961499,0,0.0010897035049415842,0.0,440391,408821,0.071686296949756,31570,1.0,1670919984,0.9282734087765204,851.8586978632159,False
random,oracle,k64,256,1800030000,1961499,1961499,0,0.0010897035049415842,0.0,27730,27730,0.0,0,,1800030000,1.0,917.6808145199157,False
random,oracle,original,16,1800030000,1993039,1993039,0,0.0011072254351316368,0.0,7033125,1465494,0.7916297520661157,5567631,1.0,374716464,0.2081723437942701,188.0126098887177,False
random,oracle,original,32,1800030000,1993039,1993039,0,0.0011072254351316368,0.0,1758750,980403,0.44255692963752663,778347,1.0,1003002672,0.5572144197596707,503.25290774540787,False
random,oracle,original,64,1800030000,1993039,1993039,0,0.0011072254351316368,0.0,440391,409975,0.06906589825859293,30416,1.0,1675638576,0.9308948050865818,840.7455027222247,False
random,oracle,original,256,1800030000,1993039,1993039,0,0.0011072254351316368,0.0,27730,27730,0.0,0,,1800030000,1.0,903.1584429607248,False
random,oracle,k256,16,1800030000,7744714,7744714,0,0.004302547179769226,0.0,7033125,3933323,0.44074319736959033,3099802,1.0,1006480688,0.5591466186674666,129.95711500773302,False
random,oracle,k256,32,1800030000,7744714,7744714,0,0.004302547179769226,0.0,1758750,1634451,0.07067462686567164,124299,1.0,1672747824,0.9292888585190247,215.9857451159591,False
random,oracle,k256,64,1800030000,7744714,7744714,0,0.004302547179769226,0.0,440391,440270,0.00027475584196770596,121,1.0,1799536432,0.9997258001255535,232.35673157201157,False
random,oracle,k256,256,1800030000,7744714,7744714,0,0.004302547179769226,0.0,27730,27730,0.0,0,,1800030000,1.0,232.42046123330056,False
random,oracle,k1024,16,1800030000,30759403,30759403,0,0.01708827241768193,0.0,7033125,6576674,0.06490016884386386,456451,1.0,1683178544,0.9350836063843381,54.720780634136496,False
random,oracle,k1024,32,1800030000,30759403,30759403,0,0.01708827241768193,0.0,1758750,1758268,0.0002740582800284293,482,1.0,1799536432,0.9997258001255535,58.50362024256452,False
random,oracle,k1024,64,1800030000,30759403,30759403,0,0.01708827241768193,0.0,440391,440391,0.0,0,,1800030000,1.0,58.51966632772424,False
random,oracle,k1024,256,1800030000,30759403,30759403,0,0.01708827241768193,0.0,27730,27730,0.0,0,,1800030000,1.0,58.51966632772424,False
random,r16,k4,16,1800030000,123280363,178659,123101704,0.06848794908973739,0.9985507910939555,7033125,7033027,1.393406202790367e-05,6917169,1.4167645752185612e-05,1800004912,0.9999860624545146,14.600905352622947,False
random,r16,k4,32,1800030000,123280363,178659,123101704,0.06848794908973739,0.9985507910939555,1758750,1758750,0.0,1651108,0.0,1800030000,1.0,14.601108856241769,False
random,r16,k4,64,1800030000,123280363,178659,123101704,0.06848794908973739,0.9985507910939555,440391,440391,0.0,348814,0.0,1800030000,1.0,14.601108856241769,False
random,r16,k4,256,1800030000,123280363,178659,123101704,0.06848794908973739,0.9985507910939555,27730,27730,0.0,1777,0.0,1800030000,1.0,14.601108856241769,False
random,r16,k16,16,1800030000,249889189,538429,249350760,0.1388250134719977,0.9978453289549873,7033125,7033125,0.0,6604438,0.0,1800030000,1.0,7.203312825189888,False
random,r16,k16,32,1800030000,249889189,538429,249350760,0.1388250134719977,0.9978453289549873,1758750,1758750,0.0,1393812,0.0,1800030000,1.0,7.203312825189888,False
random,r16,k16,64,1800030000,249889189,538429,249350760,0.1388250134719977,0.9978453289549873,440391,440391,0.0,194692,0.0,1800030000,1.0,7.203312825189888,False
random,r16,k16,256,1800030000,249889189,538429,249350760,0.1388250134719977,0.9978453289549873,27730,27730,0.0,18,0.0,1800030000,1.0,7.203312825189888,False
random,r16,k64,16,1800030000,432716178,1961499,430754679,0.24039387010216495,0.9954670079379375,7033125,7033125,0.0,5587373,0.0,1800030000,1.0,4.1598398477257765,False
random,r16,k64,32,1800030000,432716178,1961499,430754679,0.24039387010216495,0.9954670079379375,1758750,1758750,0.0,787514,0.0,1800030000,1.0,4.1598398477257765,False
random,r16,k64,64,1800030000,432716178,1961499,430754679,0.24039387010216495,0.9954670079379375,440391,440391,0.0,31570,0.0,1800030000,1.0,4.1598398477257765,False
random,r16,k64,256,1800030000,432716178,1961499,430754679,0.24039387010216495,0.9954670079379375,27730,27730,0.0,0,,1800030000,1.0,4.1598398477257765,False
random,r16,original,16,1800030000,435256377,1993039,433263338,0.24180506824886253,0.9954209998857754,7033125,7033125,0.0,5567631,0.0,1800030000,1.0,4.135562613480101,False
random,r16,original,32,1800030000,435256377,1993039,433263338,0.24180506824886253,0.9954209998857754,1758750,1758750,0.0,778347,0.0,1800030000,1.0,4.135562613480101,False
random,r16,original,64,1800030000,435256377,1993039,433263338,0.24180506824886253,0.9954209998857754,440391,440391,0.0,30416,0.0,1800030000,1.0,4.135562613480101,False
random,r16,original,256,1800030000,435256377,1993039,433263338,0.24180506824886253,0.9954209998857754,27730,27730,0.0,0,,1800030000,1.0,4.135562613480101,False
random,r16,k256,16,1800030000,670115856,7744714,662371142,0.37228038199363345,0.9884427238504262,7033125,7033125,0.0,3099802,0.0,1800030000,1.0,2.6861474532845557,False
random,r16,k256,32,1800030000,670115856,7744714,662371142,0.37228038199363345,0.9884427238504262,1758750,1758750,0.0,124299,0.0,1800030000,1.0,2.6861474532845557,False
random,r16,k256,64,1800030000,670115856,7744714,662371142,0.37228038199363345,0.9884427238504262,440391,440391,0.0,121,0.0,1800030000,1.0,2.6861474532845557,False
random,r16,k256,256,1800030000,670115856,7744714,662371142,0.37228038199363345,0.9884427238504262,27730,27730,0.0,0,,1800030000,1.0,2.6861474532845557,False
random,r16,k1024,16,1800030000,942102371,30759403,911342968,0.523381483086393,0.9673502541264701,7033125,7033125,0.0,456451,0.0,1800030000,1.0,1.910652234203962,True
random,r16,k1024,32,1800030000,942102371,30759403,911342968,0.523381483086393,0.9673502541264701,1758750,1758750,0.0,482,0.0,1800030000,1.0,1.910652234203962,True
random,r16,k1024,64,1800030000,942102371,30759403,911342968,0.523381483086393,0.9673502541264701,440391,440391,0.0,0,,1800030000,1.0,1.910652234203962,True
random,r16,k1024,256,1800030000,942102371,30759403,911342968,0.523381483086393,0.9673502541264701,27730,27730,0.0,0,,1800030000,1.0,1.910652234203962,True
