dataset,layout,cell,threshold,bound,tiles,pruned_tiles,pruned_tile_fraction,pruned_pairs,pruned_pair_fraction,ideal_empty_tiles,ideal_empty_tile_fraction,ideal_empty_pair_fraction,reference_entries,reference_occupancy_check
fashion784,original,k1,10.910614013671875,pca32,2080,0,0.0,0,0.0,826,0.3971153846153846,0.40322186966072737,6144,True
fashion784,original,k1,10.910614013671875,combined,2080,0,0.0,0,0.0,826,0.3971153846153846,0.40322186966072737,6144,True
fashion784,original,k16,22.115638732910156,ball,2080,0,0.0,0,0.0,0,0.0,0.0,36864,True
fashion784,original,k16,22.115638732910156,aabb,2080,0,0.0,0,0.0,0,0.0,0.0,36864,True
fashion784,original,k16,22.115638732910156,pivots,2080,0,0.0,0,0.0,0,0.0,0.0,36864,True
fashion784,original,k16,22.115638732910156,pca32,2080,0,0.0,0,0.0,0,0.0,0.0,36864,True
fashion784,original,k16,22.115638732910156,combined,2080,0,0.0,0,0.0,0,0.0,0.0,36864,True
fashion784,original,k64,32.409454345703125,ball,2080,0,0.0,0,0.0,0,0.0,0.0,135168,True
fashion784,original,k64,32.409454345703125,aabb,2080,0,0.0,0,0.0,0,0.0,0.0,135168,True
fashion784,original,k64,32.409454345703125,pivots,2080,0,0.0,0,0.0,0,0.0,0.0,135168,True
fashion784,original,k64,32.409454345703125,pca32,2080,0,0.0,0,0.0,0,0.0,0.0,135168,True
fashion784,original,k64,32.409454345703125,combined,2080,0,0.0,0,0.0,0,0.0,0.0,135168,True
